VariableNames=MIPS,PEs,BW,RAM,TRANSFERT,SELECTION
0.7,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.65,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.6,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.55,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.5,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.45,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.4,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.35,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.3,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.25,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.2,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.15,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.1,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.05,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.95,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.7623132248392529
0.8,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6559217511014706
0.7,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.65,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.6,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.55,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.5,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.45,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.4,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.35,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.3,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.25,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.2,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.15,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.1,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.05,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.95,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.7623132248392529
0.8,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6559217511014706
0.65,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.6,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.55,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.5,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.45,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.4,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.35,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.3,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.25,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.2,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.15,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.1,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.05,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.95,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.7623132248392529
0.8,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6559217511014706
0.65,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.55,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.5,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.45,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.4,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.35,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.3,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.25,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.2,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.15,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.1,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.05,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.95,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.7623132248392529
0.8,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6559217511014706
0.65,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.5,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.45,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.4,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.35,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.3,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.25,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.2,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.15,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.1,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.05,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.95,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.7623132248392529
0.8,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6559217511014706
0.65,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.5,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.4,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.35,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.3,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.25,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.2,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.15,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.1,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.05,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.95,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.7623132248392529
0.8,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6559217511014706
0.65,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.5,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.35,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.3,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.25,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.2,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.15,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.1,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.05,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.95,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.7623132248392529
0.8,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6559217511014706
0.65,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.5,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.35,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.25,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.2,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.15,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.1,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.05,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.95,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.7623132248392529
0.8,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6559217511014706
0.65,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.5,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.35,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.2,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.15,1.0,0.5,0.42857142857142855,0.0028142578761719173,0.9000000000000002
0.1,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.05,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.95,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.7623132248392529
0.8,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6559217511014706
0.65,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.5,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.35,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.2,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.1,1.0,1.0,1.0,0.0028142578761719173,0.9000000000000002
0.05,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.95,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.7623132248392529
0.8,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6559217511014706
0.65,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.5,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.35,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.2,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.05,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.8,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6559217511014706
0.65,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.5,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.35,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.2,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.05,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.8,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6559217511014706
0.5,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.35,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.2,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.05,1.0,0.25,0.14285714285714285,0.0028142578761719173,0.6580865832646586
0.8,1.0,0.25,0.14285714285714285,0.011060907373938248,0.6558701897688696
0.7,1.0,1.0,1.0,0.011060907373938248,0.9000000000000001
0.65,1.0,0.25,0.14285714285714285,0.011060907373938248,0.6580379896465398
0.55,1.0,1.0,1.0,0.011060907373938248,0.9000000000000001
0.35,1.0,0.25,0.14285714285714285,0.011060907373938248,0.6580379896465398
0.2,1.0,0.25,0.14285714285714285,0.011060907373938248,0.6580379896465398
0.05,1.0,0.25,0.14285714285714285,0.011060907373938248,0.6580379896465398
0.95,1.0,0.25,0.14285714285714285,0.011071958047972032,0.7622682195788266
0.8,1.0,0.25,0.14285714285714285,0.011071958047972032,0.6558700630678757
0.65,1.0,0.25,0.14285714285714285,0.011071958047972032,0.6580378702393143
0.6,1.0,0.5,0.42857142857142855,0.011071958047972032,0.9000000000000001
0.55,1.0,1.0,1.0,0.011071958047972032,0.9000000000000001
0.35,1.0,0.25,0.14285714285714285,0.011071958047972032,0.6580378702393143
0.2,1.0,0.25,0.14285714285714285,0.011071958047972032,0.6580378702393143
0.05,1.0,0.25,0.14285714285714285,0.011071958047972032,0.6580378702393143
0.95,1.0,0.25,0.14285714285714285,0.011086714057809371,0.7622680722512238
0.8,1.0,0.25,0.14285714285714285,0.011086714057809371,0.6558698938833191
0.65,1.0,0.25,0.14285714285714285,0.011086714057809371,0.6580377107941773
0.55,1.0,1.0,1.0,0.011086714057809371,0.9000000000000005
0.35,1.0,0.25,0.14285714285714285,0.011086714057809371,0.6580377107941773
0.2,1.0,0.25,0.14285714285714285,0.011086714057809371,0.6580377107941773
0.05,1.0,0.25,0.14285714285714285,0.011086714057809371,0.6580377107941773
0.95,1.0,0.25,0.14285714285714285,0.005543543695695797,0.7623056086853379
0.8,1.0,0.25,0.14285714285714285,0.005543543695695797,0.65591300319846
0.65,1.0,0.25,0.14285714285714285,0.005543543695695797,0.658078338793484
0.35,1.0,0.25,0.14285714285714285,0.005543543695695797,0.658078338793484
0.2,1.0,0.25,0.14285714285714285,0.005543543695695797,0.658078338793484
0.05,1.0,0.25,0.14285714285714285,0.005543543695695797,0.658078338793484
1.0,1.0,0.0,0.0,0.01108716872477915,0.9000000000000001
0.8,1.0,0.25,0.14285714285714285,0.01108716872477915,0.6558698886703459
0.65,1.0,0.25,0.14285714285714285,0.01108716872477915,0.6580377058812986
0.35,1.0,0.25,0.14285714285714285,0.01108716872477915,0.6580377058812986
0.2,1.0,0.25,0.14285714285714285,0.01108716872477915,0.6580377058812986
0.05,1.0,0.25,0.14285714285714285,0.01108716872477915,0.6580377058812986
0.8,1.0,0.25,0.14285714285714285,0.01109279539519693,0.6558698241578726
0.65,1.0,0.25,0.14285714285714285,0.01109279539519693,0.6580376450826072
0.5,1.0,0.25,0.14285714285714285,0.01109279539519693,0.6580376450826072
0.35,1.0,0.25,0.14285714285714285,0.01109279539519693,0.6580376450826072
0.2,1.0,0.25,0.14285714285714285,0.01109279539519693,0.6580376450826072
0.05,1.0,0.25,0.14285714285714285,0.01109279539519693,0.6580376450826072
0.9,1.0,0.5,0.42857142857142855,0.011120720747147164,0.9000000000000001
0.8,1.0,0.25,0.14285714285714285,0.011120720747147164,0.6558695039798227
0.5,1.0,0.25,0.14285714285714285,0.011120720747147164,0.6580373433362328
0.35,1.0,0.25,0.14285714285714285,0.011120720747147164,0.6580373433362328
0.2,1.0,0.25,0.14285714285714285,0.011120720747147164,0.6580373433362328
0.05,1.0,0.25,0.14285714285714285,0.011120720747147164,0.6580373433362328
0.8,1.0,0.25,0.14285714285714285,0.011120720747147164,0.6558695039798227
0.5,1.0,0.25,0.14285714285714285,0.011120720747147164,0.6580373433362328
0.35,1.0,0.25,0.14285714285714285,0.011120720747147164,0.6580373433362328
0.2,1.0,0.25,0.14285714285714285,0.011120720747147164,0.6580373433362328
0.05,1.0,0.25,0.14285714285714285,0.011120720747147164,0.6580373433362328
0.8,1.0,0.25,0.14285714285714285,0.01111005274003516,0.6558696262939296
0.35,1.0,0.25,0.14285714285714285,0.01111005274003516,0.6580374586090845
0.2,1.0,0.25,0.14285714285714285,0.01111005274003516,0.6580374586090845
0.05,1.0,0.25,0.14285714285714285,0.01111005274003516,0.6580374586090845
0.8,1.0,0.25,0.14285714285714285,0.011121103414068943,0.6558694995923503
0.2,1.0,0.25,0.14285714285714285,0.011121103414068943,0.6580373392013341
0.05,1.0,0.25,0.14285714285714285,0.011121103414068943,0.6580373392013341
0.8,1.0,0.25,0.14285714285714285,0.011123258082172054,0.6558694748879729
0.05,1.0,0.25,0.14285714285714285,0.011123258082172054,0.6580373159191141
0.8,1.0,0.25,0.14285714285714285,0.011120266080177387,0.6558695091928126
0.45,1.0,0.5,0.42857142857142855,0.01111005274003516,0.9000000000000004
0.4,1.0,1.0,1.0,0.011121103414068943,0.9000000000000004
0.85,1.0,1.0,1.0,0.01111235007490005,0.9000000000000001
0.75,1.0,0.5,0.42857142857142855,0.011078415385610257,0.9000000000000005
0.25,1.0,1.0,1.0,0.011078798052532035,0.9000000000000006
0.15,1.0,0.5,0.42857142857142855,0.01112119141412761,0.9000000000000002
0.1,1.0,1.0,1.0,0.011076588717725811,0.9
0.3,1.0,0.5,0.42857142857142855,0.0110720460480307,0.9000000000000002
0.7,1.0,1.0,1.0,0.011078886052590702,0.9000000000000002
0.95,1.0,0.25,0.14285714285714285,0.005543631695754464,0.762305608158456
0.6,1.0,0.5,0.42857142857142855,0.011089794059862707,0.9000000000000002
1.0,1.0,0.0,0.0,0.011083302055534703,0.9000000000000005
0.65,1.0,0.25,0.14285714285714285,0.01107875938583959,0.6580377967479113
0.55,1.0,1.0,1.0,0.01107875938583959,0.9000000000000004
0.5,1.0,0.25,0.14285714285714285,0.01107875938583959,0.6580377967479113
0.65,1.0,0.25,0.14285714285714285,0.011085599390399594,0.6580377228386531
0.5,1.0,0.25,0.14285714285714285,0.011085599390399594,0.6580377228386531
0.5,1.0,0.25,0.14285714285714285,0.011096507397671599,0.6580376049727426
0.9,1.0,0.5,0.42857142857142855,0.011124403416268944,0.9000000000000001
0.45,1.0,0.5,0.42857142857142855,0.011097652731768487,0.9000000000000001
0.8,1.0,0.25,0.14285714285714285,0.011082098054732037,0.6558699468079792
0.4,1.0,1.0,1.0,0.01109085139390093,0.9000000000000005
0.85,1.0,1.0,1.0,0.011093006062004042,0.9000000000000002
0.75,1.0,0.5,0.42857142857142855,0.011082098054732037,0.9000000000000002
0.2,1.0,0.25,0.14285714285714285,0.011093006062004042,0.6580376428062572
0.25,1.0,1.0,1.0,0.011074751383167589,0.9000000000000001
0.05,1.0,0.25,0.14285714285714285,0.011085890057260038,0.6580377196978688
0.35,1.0,0.25,0.14285714285714285,0.011119354079569387,0.658037358103727
0.15,1.0,0.5,0.42857142857142855,0.011089102059401373,0.9000000000000004
0.95,1.0,0.25,0.14285714285714285,0.011084964723309816,0.7622680897170225
0.7,1.0,1.0,1.0,0.011077048718032478,0.9000000000000004
0.1,1.0,1.0,1.0,0.011077048718032478,0.9000000000000004
0.1,1.0,1.0,1.0,0.0055417943611962405,0.9000000000000004
0.6,1.0,0.5,0.42857142857142855,0.011085802057201371,0.9000000000000002
0.55,1.0,1.0,1.0,0.011088891392594261,0.9000000000000001
0.3,1.0,0.5,0.42857142857142855,0.011088891392594261,0.9000000000000001
0.3,1.0,0.5,0.42857142857142855,0.011095587397058265,0.9000000000000001
0.65,1.0,0.25,0.14285714285714285,0.011087216724811149,0.6580377053626371
1.0,1.0,0.0,0.0,0.011096058064038709,0.9000000000000002
0.5,1.0,0.25,0.14285714285714285,0.011095587397058265,0.6580376149137668
0.9,1.0,0.5,0.42857142857142855,0.011096058064038709,0.9000000000000002
0.45,1.0,0.5,0.42857142857142855,0.011099059399372934,0.9000000000000002
0.4,1.0,1.0,1.0,0.011098124732083155,0.9000000000000004
0.8,1.0,0.25,0.14285714285714285,0.011131356754237836,0.6558693820324902
0.85,1.0,1.0,1.0,0.011101104734069823,0.9000000000000002
0.75,1.0,0.5,0.42857142857142855,0.011082211388140925,0.9000000000000006
0.25,1.0,1.0,1.0,0.011086754057836039,0.9000000000000002
0.2,1.0,0.25,0.14285714285714285,0.011082211388140925,0.6580377594475136
0.95,1.0,0.25,0.14285714285714285,0.005553797035864691,0.7623055472956097
0.6,1.0,0.5,0.42857142857142855,0.011099959399972933,0.9000000000000005
0.7,1.0,1.0,1.0,0.011097804731869821,0.9
0.65,1.0,0.25,0.14285714285714285,0.011092772728515152,0.658037645327531
0.55,1.0,1.0,1.0,0.011126707417804945,0.9000000000000005
1.0,1.0,0.0,0.0,0.011082104721403148,0.9000000000000002
0.5,1.0,0.25,0.14285714285714285,0.0055491476994318,0.6580783024734286
1.0,1.0,0.0,0.0,1.1992341328227552E-4,0.9000000000000004
0.95,1.0,0.25,0.14285714285714285,1.1992341328227552E-4,0.7623186012866174
0.9,1.0,0.5,0.42857142857142855,1.1992341328227552E-4,0.9000000000000004
0.85,1.0,1.0,1.0,1.1992341328227552E-4,0.9000000000000004
0.8,1.0,0.25,0.14285714285714285,1.1992341328227552E-4,0.6559279266860373
0.75,1.0,0.5,0.42857142857142855,1.1992341328227552E-4,0.9000000000000004
0.7,1.0,1.0,1.0,1.1992341328227552E-4,0.9000000000000004
0.65,1.0,0.25,0.14285714285714285,1.1992341328227552E-4,0.6580924034688581
0.6,1.0,0.5,0.42857142857142855,1.1992341328227552E-4,0.9000000000000004
0.55,1.0,1.0,1.0,1.1992341328227552E-4,0.9000000000000004
0.5,1.0,0.25,0.14285714285714285,1.1992341328227552E-4,0.6580924034688581
0.45,1.0,0.5,0.42857142857142855,1.1992341328227552E-4,0.9000000000000004
0.4,1.0,1.0,1.0,1.1992341328227552E-4,0.9000000000000004
0.35,1.0,0.25,0.14285714285714285,1.1992341328227552E-4,0.6580924034688581
0.3,1.0,0.5,0.42857142857142855,1.1992341328227552E-4,0.9000000000000004
0.25,1.0,1.0,1.0,1.1992341328227552E-4,0.9000000000000004
0.2,1.0,0.25,0.14285714285714285,1.1992341328227552E-4,0.6580924034688581
0.15,1.0,0.5,0.42857142857142855,1.1992341328227552E-4,0.9000000000000004
0.1,1.0,1.0,1.0,1.1992341328227552E-4,0.9000000000000004
0.05,1.0,0.25,0.14285714285714285,1.1992341328227552E-4,0.6580924034688581
1.0,1.0,0.0,0.0,9.798006532004355E-6,0.9000000000000004
0.95,1.0,0.25,0.14285714285714285,9.798006532004355E-6,0.7623188210289681
0.9,1.0,0.5,0.42857142857142855,9.798006532004355E-6,0.9000000000000004
0.85,1.0,1.0,1.0,9.798006532004355E-6,0.9000000000000004
0.8,1.0,0.25,0.14285714285714285,9.798006532004355E-6,0.6559281790937695
0.75,1.0,0.5,0.42857142857142855,9.798006532004355E-6,0.9000000000000004
